ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,PlayerConditionID,ParentItemID
97043,0,2,0,-1,-1,0,18077,0,0,899
97044,0,0,0,-1,-1,0,469,0,0,900
97045,0,0,0,-1,-1,0,472,0,0,903
97046,0,0,-1,-1,-1,0,860,0,0,1105
97047,0,1,0,-1,-1,0,9396,0,0,892
97048,0,0,0,0,3000,330,578,0,0,1041
97049,0,0,0,0,0,0,581,0,0,1042
97050,0,0,0,0,0,0,580,0,0,1043
97051,0,0,0,0,0,0,579,0,0,1044
97052,0,0,0,120000,60000,12,547,0,0,1184
97053,0,0,-1,-1,-1,0,8176,0,0,1187
97054,0,0,-1,-1,-1,0,890,0,0,1101
97055,0,0,-1,1000,0,0,673,0,0,1177
97056,0,0,-1,0,60000,24,1940,0,0,1178
97057,0,0,-1,-1,-1,0,494,0,0,986
97058,0,0,-1,-1,-1,0,497,0,0,989
97059,0,0,0,3600000,0,0,18831,0,0,1315
97060,0,2,0,-1,-1,0,13480,0,0,1318
97061,0,0,-1,-1,-1,0,735,0,0,1136
97062,0,0,-1,-1,-1,0,3697,0,0,1138
97063,0,0,-1,-1,-1,0,4993,0,0,1139
97064,0,0,-1,-1,-1,0,3072,0,0,1108
97065,0,0,-1,-1,-1,0,627,0,0,1109
97066,0,0,-1,-1,-1,0,726,0,0,1111
97067,0,0,-1,0,0,0,560,0,0,1052
97068,0,0,-1,0,1000,11,5005,0,0,724
97069,0,0,-1,-1,-1,0,2554,0,0,728
97070,0,2,0,-1,-1,0,17504,0,0,809
97071,0,2,0,-1,-1,0,13439,0,0,810
97072,0,0,-1,0,1000,11,435,0,0,733
97073,0,0,-1,300000,120000,4,3591,0,0,737
97074,0,0,0,1800000,0,0,17712,0,0,833
97075,1,1,0,-1,-1,0,5707,0,0,833
97076,0,0,-1,0,60000,24,8312,0,0,835
97077,0,0,-1,0,1000,11,433,0,0,787
97078,0,0,-1,-1,-1,0,29467,0,0,23545
97080,0,0,0,-1,-1,0,459,0,0,842
97081,0,0,-1,-1,-1,0,3364,0,0,1093
97082,0,0,-1,-1,-1,0,615,0,0,1095
97083,0,0,-1,-1,-1,0,616,0,0,1096
97084,0,0,-1,-1,-1,0,619,0,0,1099
97085,0,0,-1,-1,-1,0,620,0,0,1100
97086,0,0,-1,0,0,0,557,0,0,1048
97087,0,2,0,-1,-1,0,18797,0,0,871
97088,0,1,0,-1,-1,0,18049,0,0,873
97089,0,0,-1,-1,-1,0,458,0,0,875
97090,0,2,0,-1,-1,0,8552,0,0,880
