ID,Region,Looping,HolidayNameID,HolidayDescriptionID,Priority,CalendarFilterType,Flags,Duration_0,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Duration_7,Duration_8,Duration_9,Date_0,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Date_12,Date_13,Date_14,Date_15,Date_16,Date_17,Date_18,Date_19,Date_20,Date_21,Date_22,Date_23,Date_24,Date_25,CalendarFlags_0,CalendarFlags_1,CalendarFlags_2,CalendarFlags_3,CalendarFlags_4,CalendarFlags_5,CalendarFlags_6,CalendarFlags_7,CalendarFlags_8,CalendarFlags_9,TextureFileDataID_0,TextureFileDataID_1,TextureFileDataID_2
62,0,0,12,11,4,255,1,18,0,0,0,0,0,0,0,0,0,526449280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235457,0,0
141,0,0,14,13,5,255,1,432,0,0,0,0,0,0,0,0,0,531872384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235485,235484,235482
181,0,0,15,14,5,255,1,168,0,0,0,0,0,0,0,0,0,120715264,136689664,154564608,170981376,188086272,204601344,221264512,238369408,254900864,270989952,288635520,305166976,322271872,338901632,355547776,372537984,389184128,405813888,422918784,439450240,455555712,473184896,489716352,506821248,0,0,3,0,0,0,0,0,0,0,0,0,235477,235476,235475
201,0,0,13,12,5,255,1,168,0,0,0,0,0,0,0,0,0,71333888,88094720,104298496,121059328,138475520,155236352,171997184,188758016,204945408,221723264,238484096,255244928,272661120,289421952,305625728,322992768,339753600,356563584,373324416,390085248,406272640,423033472,439794304,457226880,473971328,490175104,3,0,0,0,0,0,0,0,0,0,235445,235444,235443
283,0,0,22,22,0,2,1,96,1752,0,0,0,0,0,0,0,0,127301632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
284,0,0,25,25,0,2,1,96,1752,0,0,0,0,0,0,0,0,127956992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,23,23,0,2,1,96,1752,0,0,0,0,0,0,0,0,127072256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,17,16,5,255,1,168,0,0,0,0,0,0,0,0,0,92469248,110131200,126220288,142735360,159823872,176420864,193034240,210106368,226704000,243300992,260389504,276970112,294075008,310672000,327318144,344406656,360987264,377584256,394672768,411253376,428898944,444938880,461552256,0,0,0,3,0,0,0,0,0,0,0,0,0,235465,235464,235463
324,0,0,16,15,5,255,1,337,0,0,0,0,0,0,0,0,0,529840768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235462,235461,235460
327,0,0,18,17,5,255,1,336,0,0,0,0,0,0,0,0,0,101104000,118749568,135346560,151386496,169048448,184924160,201684992,218544128,235207296,252967552,269499008,285555328,303315584,319224448,335936128,353450624,369588864,386267776,403749504,419887744,437516928,454064768,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235471,235470,235469
335,0,0,9,9,5,255,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235468,235467,235466
341,0,0,11,10,5,255,1,336,0,0,0,0,0,0,0,0,0,525679232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235474,235473,235472
353,0,0,24,24,0,2,1,96,1752,0,0,0,0,0,0,0,0,127186944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
372,0,0,7,8,6,255,1,168,384,0,0,0,0,0,0,0,0,528693696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,235442,235441,235440
398,0,0,21,21,5,255,1,24,0,0,0,0,0,0,0,0,0,528792192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235481,0,0
400,0,0,41,41,0,2,1,96,1752,0,0,0,0,0,0,0,0,128071680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
404,0,0,101,101,5,255,1,167,0,0,0,0,0,0,0,0,0,161839168,178600000,195360832,212105280,228997760,245758592,262519424,279263872,296024704,312785536,329661056,346405504,363182720,379910784,396671616,413530752,430291584,447052416,463813248,480574080,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235465,235464,235463
406,0,0,61,61,0,255,0,0,0,0,0,0,0,0,0,0,0,144914432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,249163,0,0
409,1999,0,81,81,10,255,1,48,0,0,0,0,0,0,0,0,0,530594432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,307365,840589,307364
420,0,0,121,121,0,2,1,96,1752,0,0,0,0,0,0,0,0,128186368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,9,9,5,255,1,336,0,0,0,0,0,0,0,0,0,168933376,185694208,202455040,219314176,236092032,252738176,269728384,286374528,303069824,320010880,336722560,353499776,370260608,387021440,403782272,420526720,437402240,454163072,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235468,235467,235466
424,0,0,161,161,0,0,1,1,0,0,0,0,0,0,0,0,0,100660096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,235458,0,0
435,0,0,162,162,0,2,1,96,1752,0,0,0,0,0,0,0,0,128301056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,163,163,0,2,1,96,1752,0,0,0,0,0,0,0,0,128415744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
442,0,1,165,165,0,2,1,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,166,166,0,2,1,168,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,203,188,0,255,1,336,0,0,0,0,0,0,0,0,0,195360768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,1,201,1,1,1,48,168,0,0,0,0,0,0,0,0,419477504,419936256,420935680,422639616,423655424,424114176,425785344,426784768,427898880,428914688,429373440,431044608,436238336,436697088,437696512,439400448,440416256,441530368,442546176,443004928,444659712,445675520,446134272,447805440,0,0,0,3,0,0,0,0,0,0,0,0,235448,235447,235446
484,0,0,220,188,0,255,1,336,0,0,0,0,0,0,0,0,0,212105216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
488,0,0,222,204,0,2,1,96,1752,0,0,0,0,0,0,0,0,129087488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
489,0,0,223,205,0,2,1,96,1752,0,0,0,0,0,0,0,0,129202176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
490,0,0,22,22,0,2,1,72,1776,0,0,0,0,0,0,0,0,129038336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
491,0,0,23,23,0,2,1,72,1776,0,0,0,0,0,0,0,0,128251904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
492,0,0,24,24,0,2,1,72,1776,0,0,0,0,0,0,0,0,128366592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,121,121,0,2,1,72,1776,0,0,0,0,0,0,0,0,129382400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
494,0,0,222,204,0,2,1,72,1776,0,0,0,0,0,0,0,0,127367168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
495,0,0,41,41,0,2,1,72,1776,0,0,0,0,0,0,0,0,129267712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,223,205,0,2,1,72,1776,0,0,0,0,0,0,0,0,128022528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
497,0,0,162,162,0,2,1,72,1776,0,0,0,0,0,0,0,0,127137792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
498,0,0,163,163,0,2,1,72,1776,0,0,0,0,0,0,0,0,127252480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,25,25,0,2,1,72,1776,0,0,0,0,0,0,0,0,129153024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,0,536855872,536856000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,255,0,7,0,0,0,0,0,0,0,0,0,536855552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,229,188,0,255,1,336,0,0,0,0,0,0,0,0,0,228883072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
514,0,0,231,188,0,255,1,168,0,0,0,0,0,0,0,0,0,251755136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
515,0,0,230,215,0,2,1,96,1752,0,0,0,0,0,0,0,0,129316864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,230,215,0,2,1,72,1776,0,0,0,0,0,0,0,0,128137216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,255,0,7,0,0,0,0,0,0,0,0,0,536855680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,0,536855744,536855894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,0,536855808,536855936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
559,961,0,239,222,0,0,13,167,0,0,0,0,0,0,0,0,0,411318784,413219264,420542912,424720896,425736704,436304320,442956288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
560,961,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274135552,275921408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
561,961,0,238,221,0,0,13,167,0,0,0,0,0,0,0,0,0,412563968,414579136,420657600,422705664,424065536,425736704,426850816,428308992,430209472,436419008,439581184,441596416,442956288,444955136,446855616,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
562,961,0,237,220,0,0,13,167,0,0,0,0,0,0,0,0,0,412219904,413563328,420657600,0,426965504,436648384,443955712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
563,961,0,236,219,0,0,13,167,0,0,0,0,0,0,0,0,0,411433472,413448640,419658176,421591488,423049728,424835584,425966080,427194880,429210112,431110592,437303744,438581760,440482304,441825792,443841024,445856256,447756800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
564,961,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274807296,276036096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
565,961,0,234,217,0,0,13,167,0,0,0,0,0,0,0,0,0,412219904,413563328,419658176,421591488,422935040,424835584,426195456,428079616,429980096,431339968,437418432,438811136,440711680,442612224,443955712,445856256,447756736,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
566,0,0,233,188,0,255,1,336,0,0,0,0,0,0,0,0,0,262404736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
587,961,0,239,224,0,0,13,167,0,0,0,0,0,0,0,0,0,414464448,420772288,0,427850240,431454656,438811136,444840448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
589,0,0,241,188,0,255,1,336,0,0,0,0,0,0,0,0,0,279181952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
590,1953,0,242,188,0,255,3,504,0,0,0,0,0,0,0,0,0,279181952,295959168,312736384,329366016,346045056,363051648,379681408,396622464,412449280,430176896,446970496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1084434,1084433,1084432
591,961,0,243,225,0,0,13,167,0,0,0,0,0,0,0,0,0,278280704,280181184,285718976,287652352,289552896,290896384,292796928,294697472,296040896,302135744,303479232,305412608,307313152,308673024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
592,961,0,244,226,0,0,13,167,0,0,0,0,0,0,0,0,0,411204096,413333952,414693824,420886976,422820352,424065536,425851392,427080192,428980736,430995904,436533696,439810560,441711104,443726336,445069824,447084992,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
593,4,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274152000,275937856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
594,24,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274168256,275954112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
595,2,0,240,223,0,0,1,165,0,0,0,0,0,0,0,0,0,274168320,275954176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129668,1129667,1129666
596,4,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274823744,276052544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
597,24,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274840000,276068800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
598,2,0,235,218,0,0,1,165,0,0,0,0,0,0,0,0,0,274840064,276068864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129683,1129682,1129681
599,4,0,234,217,0,0,13,167,0,0,0,0,0,0,0,0,0,412236160,413579584,419674432,421607808,422951296,424851840,426211712,428095872,429996352,431356224,437434688,439368064,440727936,442628480,443971968,445872512,447772992,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
600,24,0,234,217,0,0,13,167,0,0,0,0,0,0,0,0,0,412252608,413596096,419690944,421624256,422967744,424868288,426228160,428112320,430012864,431372736,437451200,439384512,440744384,442644928,443988416,445888960,447789504,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
601,2,0,234,217,0,0,13,167,0,0,0,0,0,0,0,0,0,412252672,413596160,419691008,421624320,422967808,424868352,426228224,428112384,430012928,431372800,437451264,439384576,440744448,442644992,443988480,445889024,447789568,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129677,1129676,1129675
602,4,0,236,219,0,0,13,167,0,0,0,0,0,0,0,0,0,411449728,413464896,419674432,421607744,423065984,424851840,425982336,427211136,429226368,431126848,437320000,438597952,440498560,441842048,443857280,445872512,447772992,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
603,24,0,236,219,0,0,13,167,0,0,0,0,0,0,0,0,0,411466176,413481408,419690944,421624256,423639488,424868288,425998784,427227584,429242816,431143360,437336512,438614464,440515008,441858496,443873728,445888960,447789504,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
604,2,0,236,219,0,0,13,167,0,0,0,0,0,0,0,0,0,411466240,413481472,419691008,421624320,423639552,424868352,425998848,427227648,429242880,431143424,437336576,438614528,440515072,441858560,443873792,445889024,447789568,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129671,1129670,1129669
605,4,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278297152,280197632,286276096,287668736,289569344,290912832,292813376,294713920,296057344,302152192,303495680,305429056,307329600,308689472,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
606,24,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278313408,280213952,286292416,287685056,289585600,290929088,292829632,294730176,296073664,302168512,304101824,305445312,307345856,308705728,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
607,2,0,243,225,0,0,13,165,0,0,0,0,0,0,0,0,0,278313472,280214016,286292480,287685120,289585664,290929152,292829696,294730240,296073728,302168576,304101888,305445376,307345920,308705792,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467047,1467046,1467045
